0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
-0.168701921,-0.122165707,0.370796352,-0.050590767,-0.056343372,-0.0775882,-0.212977255,0.405653215,1.573186475,0.375391755,-0.275417194,-0.182909567,0.013760494,-0.110804142,-0.110271295,-0.077759851,-0.033875284,-0.074392803,0.118462165,1.133112761,-0.093211433,-0.167421007,-0.201028117,-0.094993298,-0.163324981,-0.101735374,-0.180118294,9.181983563,-0.167636248,-0.155595598,-0.090793822,-0.041247878,0.103885726,-0.126970359,0.125915948,0.142535126,0.827134133,-0.385040524,-0.111139049,-0.613419307,0.929978404,-0.475253203,0.324807352,-0.052443918,1.165791008,0.053404507,0.851741679,-0.266142203,-0.076657364,9.998057791,-0.073321848,-0.259676679,0.521947391,-0.029515072,-0.154612852,1.214698492,-0.194196682,4.273850149,-0.247231928,4.868149406,-0.216179787,0.185179779,0.90911475,-0.136418889,-0.270916538,-0.057495252,0.778120442,0.92146382,4.914202757,0.091435565,0.054566239,-0.067046736,2.045311994,-0.079680277,-0.586219182,-0.177465838,0.088760588,0.430069358,-0.195567883,-0.054982048,-0.247797828,0.284544941,0.100317826,0.283626372,0.305895167,-0.030757759,1.380666053,0.834026249,0.29846069,0.124228545,-0.030083845,3.208957548,-2.832568945
-0.168701921,-0.049054566,0.493231579,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,-0.359289067,0.529725952,0.463159324,0.290377,0.084691036,-0.110804142,-0.114831074,-0.049502289,-0.067502759,-0.057110774,0.813072191,0.848736934,-0.093211433,-0.167421007,-0.201028117,-0.110710199,-0.163324981,0.256567133,-0.180118294,-0.119747796,-0.167636248,-0.155595598,0.230316629,-0.053174151,-0.176529592,-0.126970359,0.218899199,0.416337501,-0.051321829,0.654768272,-0.111139049,0.560928234,0.480522378,0.317167404,0.853846487,0.476996633,1.432591557,0.250221229,0.910243311,-0.266142203,-0.076657364,-0.112451018,-0.073321848,0.347672571,0.271202822,-0.029515072,-0.154612852,0.328977647,-0.194196682,0.676050402,-0.247231928,-0.25636334,-0.216179787,0.255741361,0.344300007,-0.136418889,-0.505364853,-0.057495252,0.3875275,-0.312036072,-0.323014939,-0.053258453,0.220132604,-0.067046736,0.354133265,-0.079680277,0.35603046,-0.177465838,-0.044788359,0.647395437,-0.010001112,-0.296933088,-0.001589803,-0.219607684,-0.149491721,0.448764703,0.078533836,0.923678129,1.763351107,0.412783779,-0.120219123,-0.305287464,-0.030083845,0.136849097,0.38833429
-0.000942132,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,0.080336392,1.589793914,-0.275417194,-0.098288209,0.168206731,-0.110804142,-0.114831074,-0.081417991,-0.067502759,-0.074108066,0.051004095,-0.389511903,-0.093211433,-0.167421007,-0.201028117,0.205720792,-0.163324981,0.249474392,-0.180118294,-0.119747796,-0.167636248,-0.155595598,0.195848706,-0.066605587,-0.057623239,-0.126970359,-0.297024115,0.865469697,0.641468034,-0.385040524,-0.111139049,0.267034078,-0.230455089,-0.095890142,-0.175095753,0.259625094,1.174987866,-0.491091931,-0.059517179,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,-0.413351972,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,-0.044745799,-0.136418889,-0.185352167,-0.057495252,-0.459513002,0.10888358,-0.323014939,0.286058588,0.946175821,-0.067046736,0.035542041,-0.079680277,0.343720373,-0.177465838,-0.174638556,-0.057749362,-0.49177979,0.033320521,-0.300872941,-0.291275794,-0.149491721,0.070512938,-0.078903852,0.989948001,1.110985217,0.38137409,-0.213767342,-0.450178578,-0.030083845,0.587046055,-0.289974223
-0.168701921,0.564547481,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,-0.359289067,-0.326606879,-0.275417194,-0.01994272,-0.308871461,-0.110804142,-0.049525243,-0.049163985,-0.067502759,-0.086396718,0.210287564,-0.389511903,-0.093211433,-0.167421007,-0.201028117,-0.110710199,-0.163324981,-1.064058091,-0.180118294,-0.119747796,-0.167636248,-0.155595598,0.284605622,-0.071822175,-0.108512603,-0.126970359,-0.297024115,-0.915115016,-0.436762952,-0.385040524,-0.111139049,-0.44375461,-0.470324779,-0.201561501,-0.175840729,-0.471412045,-0.583562593,-0.831382354,-0.765897772,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,-0.413351972,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,-0.538849189,-0.136418889,-0.169584499,-0.057495252,-0.788492116,-0.312036072,-0.323014939,-0.313434863,-0.698522608,-0.067046736,-0.498178678,-0.079680277,-0.184029141,-0.177465838,-0.470585287,-0.898920894,-0.49177979,-0.296933088,-0.326458992,-0.382297097,-0.149491721,-0.960657323,-0.106064804,-0.044446989,-0.999667353,-1.075265133,-0.605353068,-0.482449387,-0.030083845,-0.559242725,0.522198466
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,-0.359289067,-0.326606879,-0.275417194,0.310820776,-0.308871461,-0.110804142,-0.101093006,-0.102662152,4.09E-05,-0.03214718,-0.093990978,-0.389511903,-0.093211433,-0.167421007,-0.201028117,-0.110710199,-0.163324981,-0.882847893,-0.180118294,-0.119747796,-0.167636248,-0.155595598,-0.294587005,-0.071822175,-0.226980472,-0.126970359,-0.297024115,-0.707896919,-0.436762952,-0.385040524,-0.111139049,-0.533338147,-0.459461453,-0.306797576,-0.120192937,-0.43631136,-0.44732933,-0.814180339,-0.7555181,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,-0.413351972,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,0.188241154,-0.136418889,-0.505364853,-0.057495252,-0.062335785,-0.312036072,-0.323014939,-0.683295122,-0.244729294,-0.067046736,-0.70553692,-0.079680277,-0.134181734,-0.177465838,-0.664481926,-0.394382041,-0.194296115,-0.296933088,0.064802148,0.019525954,-0.149491721,-0.692880333,-0.284481249,-0.013206654,-0.812561098,-0.770456034,-0.350432235,-0.423548579,-0.030083845,-1.229092022,0.526537989
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,-0.359289067,-0.326606879,-0.275417194,-0.536076909,-0.308871461,-0.110804142,-0.114831074,-0.102662152,-0.067502759,-0.086396718,-0.093990978,-0.389511903,-0.093211433,-0.167421007,-0.201028117,-0.110710199,-0.163324981,-1.064058091,-0.180118294,-0.119747796,-0.167636248,-0.155595598,-0.417705059,-0.071822175,-0.226980472,-0.126970359,-0.297024115,-1.102871901,-0.436762952,-0.385040524,-0.111139049,-1.732004755,-0.679938075,-0.807880116,-1.249592645,-1.148697285,-0.922085773,-1.163303824,-0.966178741,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,-0.413351972,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,6.745175698,-0.25636334,-0.216179787,-0.135773939,-0.538849189,-0.136418889,-0.505364853,-0.057495252,-0.788492116,-0.312036072,-0.323014939,-0.683295122,-0.698522608,-0.067046736,-0.70553692,-0.079680277,-1.145859728,-0.177465838,-1.119540096,-1.017381499,-0.49177979,-0.296933088,-0.680974232,-0.382297097,-0.149491721,-0.960657323,-0.482401556,-1.338260279,-1.222228824,-1.351447609,-0.978633247,-0.707098143,-0.030083845,-1.074937941,1.432951851
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,-0.359289067,-0.326606879,-0.275417194,-0.26876966,-0.308871461,-0.110804142,-0.114831074,0.128228192,-0.067502759,0.136200221,-0.093990978,-0.389511903,-0.093211433,-0.167421007,-0.201028117,-0.110710199,-0.163324981,-1.064058091,-0.180118294,-0.119747796,-0.167636248,-0.155595598,4.128901727,-0.071822175,-0.226980472,-0.126970359,-0.297024115,-1.102871901,-0.436762952,-0.385040524,-0.111139049,2.117157517,-0.679938075,0.313598456,-1.249592645,-1.148697285,-0.922085773,-1.163303824,-0.966178741,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,-0.413351972,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,-0.538849189,-0.136418889,-0.505364853,-0.057495252,-0.788492116,-0.312036072,-0.323014939,-0.683295122,-0.698522608,-0.067046736,-0.70553692,-0.079680277,-1.145859728,-0.177465838,1.681254879,-1.017381499,3.170129122,-0.296933088,1.614080422,-0.382297097,-0.149491721,-0.960657323,-0.482401556,-0.015755092,-1.222228824,-1.351447609,-0.012019331,1.038094558,-0.030083845,-0.627025802,0.455218349
-0.168701921,-0.122165707,0.291061921,-0.050590767,-0.06516331,-0.0775882,0.196912448,-0.294602239,1.848436926,-0.326606879,0.243360861,-0.21494739,-0.216725022,-0.110804142,-0.114831074,-0.043985598,-0.067502759,0.021598526,-0.093990978,1.349986463,-0.093211433,-0.167421007,0.167944314,-0.063576949,-0.163324981,0.997298731,-0.180118294,-0.119747796,-0.167636248,0.646362752,-0.137599146,-0.032526915,0.162824638,0.022666443,0.427747623,0.582017483,0.10470673,0.345323861,-0.111139049,-0.304236551,3.583716435,0.565317364,-0.029081317,-0.154146529,5.322349262,-0.170440174,1.250463843,-0.266142203,-0.076657364,-0.112451018,-0.073321848,3.793058305,-0.092796601,-0.029515072,1.228988096,0.148353554,-0.194196682,-0.242074492,-0.247231928,-0.25636334,2.416548485,0.139227419,0.49502794,-0.136418889,0.097279094,-0.057495252,0.966841221,2.330199607,2.369414344,0.976227571,0.721062141,-0.067046736,1.589434565,-0.079680277,-0.522491085,-0.177465838,0.41184551,1.463044367,-0.068776554,-0.089623245,-0.203772853,-0.153750168,0.064551492,0.562391406,-0.200971221,0.148685503,2.039894157,1.319718315,0.361260751,-0.102313444,-0.030083845,1.961818287,-0.329447105
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,4.119533203,3.469713668,0.19233705,0.349263221,-0.225787978,-0.110804142,-0.107785727,-0.044947072,-0.067502759,-0.007570553,-0.093990978,0.590745617,-0.093211433,-0.167421007,-0.201028117,-0.074283759,-0.163324981,0.515764212,-0.180118294,-0.119747796,-0.167636248,-0.155595598,-0.102009531,-0.048201894,0.156437291,0.277787988,0.683207372,1.074610907,1.271986267,1.590550218,-0.111139049,0.348232567,0.111537048,1.096049445,1.646379353,1.093134905,1.269154795,1.029964848,1.410567221,1.64695494,-0.076657364,-0.112451018,-0.073321848,1.086582832,1.898868196,-0.029515072,-0.154612852,0.106423645,-0.194196682,1.502322217,-0.247231928,-0.25636334,2.157609565,0.608087822,0.7662187,-0.136418889,-0.324240985,-0.057495252,3.214781508,-0.312036072,-0.323014939,0.413993211,0.581440538,-0.067046736,2.202601362,-0.079680277,2.010311817,-0.177465838,-0.283300346,1.219084971,-0.186660393,-0.110012963,0.275174197,-0.073194404,-0.149491721,0.206606066,-0.025650507,1.535977908,1.208829695,0.783876103,-0.354442933,-0.089089431,-0.030083845,-0.824302907,0.250761926
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,-0.294602239,-0.359289067,-0.326606879,-0.275417194,-0.536076909,-0.308871461,-0.110804142,-0.114831074,-0.102662152,-0.067502759,-0.086396718,-0.093990978,-0.389511903,-0.093211433,-0.167421007,-0.201028117,-0.110710199,-0.163324981,-1.064058091,-0.180118294,-0.119747796,-0.167636248,-0.155595598,-0.417705059,-0.071822175,-0.226980472,-0.126970359,-0.297024115,-0.755772675,-0.436762952,-0.385040524,-0.111139049,-1.396146478,-0.679938075,-0.647754566,-0.058589316,-0.921047788,-0.713480669,-1.163303824,-0.595926705,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,-0.413351972,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,-0.538849189,-0.136418889,0.115379898,-0.057495252,-0.150354734,-0.312036072,-0.323014939,-0.683295122,-0.698522608,-0.067046736,-0.70553692,-0.079680277,-0.849509609,-0.177465838,-0.719640492,-0.79838775,-0.49177979,-0.296933088,-0.35328461,0.323937357,-0.149491721,-0.960657323,-0.482401556,-0.960603718,-1.119368529,-1.181258158,-0.840619388,1.0371613,-0.030083845,0.382869519,-0.222512427
-0.168701921,-0.122165707,-0.186107847,-0.050590767,-0.117946123,-0.0775882,-0.212977255,0.733188709,-0.359289067,-0.326606879,-0.275417194,0.014016053,0.164667447,-0.110804142,-0.114831074,-0.102662152,-0.067502759,-0.068778126,0.217834394,0.355425694,-0.093211433,-0.167421007,-0.201028117,0.004631197,-0.163324981,0.878042517,-0.180118294,-0.119747796,-0.167636248,-0.155595598,1.021754244,-0.071822175,-0.105574319,-0.126970359,-0.297024115,-0.9104582,-0.436762952,-0.385040524,-0.111139049,0.620662561,0.179310736,-0.319671238,0.070867567,0.113272752,-0.690806201,-0.142842096,0.060063315,-0.266142203,-0.076657364,-0.112451018,-0.073321848,-0.259676679,-0.413351972,-0.029515072,-0.154612852,-0.27796342,-0.194196682,-0.242074492,-0.247231928,-0.25636334,-0.216179787,-0.135773939,-0.538849189,-0.136418889,-0.16125635,-0.057495252,-0.788492116,-0.312036072,-0.323014939,0.832839563,0.62788117,-0.067046736,-0.70553692,-0.079680277,1.31835594,-0.177465838,-0.306700685,-0.410387956,-0.49177979,-0.296933088,-0.136012144,-0.382297097,-0.149491721,0.865624087,-0.09673076,0.894839389,1.00156603,1.667565267,-0.290064105,-0.615009912,-0.030083845,-0.887315028,0.481966868
