Key,CVE_ENT,CVE_MUN,NOM_MUN,ent,grs2000,grs2005,grs2010,grs2015,lgc00_15cl3,lgc00_15cl3_2,lgc00_15cl4,lgc00_15cl4_2,AMB,LAT,LON,ALT,POB_TOTAL,PER_URB,PER_RUR,AREA,BASSOLS,BASSOLS2
20200,20,200,San Juan Juquila Mixes,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,U,16.935633,-95.918818,1414,3924,0.035714286,0.964285714,316.7506663,Pacifico Sur,7
30036,30,36,Coacoatzintla,Veracruz,Medio,Medio,Medio,Medio,2,2,1,3,U,19.653106,-96.945141,1415,9416,0.043478261,0.956521739,43.66195037,Golfo de Mexico,3
8039,8,39,López,Chihuahua,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,27.0025,-105.033056,1420,4025,0.006944444,0.993055556,1337.94008,Norte,6
21101,21,101,Nauzontla,Puebla,Medio,Medio,Medio,Medio,2,2,1,3,U,19.959038,-97.60312,1420,3598,0.1,0.9,27.42595117,Centro Sur,2
21159,21,159,Teopantlán,Puebla,Alto,Alto,Alto,Alto,3,1,1,3,U,18.713259,-98.262371,1420,4024,0.045454545,0.954545455,247.6904002,Centro Sur,2
7112,7,112,San Juan Cancuc,Chiapas,Muy alto,Muy alto,Muy alto,Muy alto,3,1,2,4,U,16.892243,-92.371953,1421,29016,0.023255814,0.976744186,173.4115725,Pacifico Sur,7
14011,14,11,Atengo,Jalisco,Bajo,Bajo,Muy bajo,Bajo,1,3,3,1,U,20.275556,-104.234444,1421,5400,0.015151515,0.984848485,437.1435709,Centro Occidente,1
20155,20,155,San Ildefonso Sola,Oaxaca,Muy alto,Alto,Alto,Muy alto,3,1,1,3,U,16.519812,-96.983668,1422,940,0.076923077,0.923076923,38.85734013,Pacifico Sur,7
20542,20,542,Taniche,Oaxaca,Alto,Medio,Alto,Alto,2,2,1,3,U,16.566964,-96.753581,1422,746,1,0,10.79754558,Pacifico Sur,7
8019,8,19,Chihuahua,Chihuahua,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,28.636794,-106.076307,1424,819543,0.001165501,0.998834499,8367.648733,Norte,6
17010,17,10,Jantetelco,Morelos,Bajo,Bajo,Bajo,Bajo,1,3,4,2,U,18.715206,-98.777301,1428,15646,0.045454545,0.954545455,101.874125,Centro Sur,2
30081,30,81,Ixhuatlancillo,Veracruz,Alto,Medio,Medio,Medio,2,2,4,2,U,18.897924,-97.148935,1431,21150,0.15,0.85,52.14460662,Golfo de Mexico,3
8023,8,23,Galeana,Chihuahua,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,30.112949,-107.616744,1432,5892,0.008695652,0.991304348,1734.125784,Norte,6
20101,20,101,San Andrés Zabache,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.600149,-96.857736,1432,726,1,0,7.084615746,Pacifico Sur,7
20364,20,364,Santa Catarina Juquila,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.237009,-97.292473,1432,14710,0.012048193,0.987951807,641.1683643,Pacifico Sur,7
20288,20,288,San Miguel Yotao,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,U,17.370464,-96.337235,1433,611,0.333333333,0.666666667,39.221597,Pacifico Sur,7
20222,20,222,San Juan Yaeé,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,U,17.429087,-96.283846,1435,1530,0.333333333,0.666666667,37.83178611,Pacifico Sur,7
20241,20,241,San Martín Lachilá,Oaxaca,Alto,Medio,Alto,Alto,2,2,1,3,U,16.610864,-96.849372,1436,1084,1,0,10.77611781,Pacifico Sur,7
8030,8,30,Guazapares,Chihuahua,Muy alto,Alto,Muy alto,Alto,2,2,4,2,U,27.276382,-108.279956,1441,8998,0.002197802,0.997802198,1811.278246,Norte,6
20501,20,501,Santiago Yucuyachi,Oaxaca,Alto,Medio,Medio,Medio,2,2,4,2,U,17.608201,-98.196405,1441,940,0.333333333,0.666666667,50.12687689,Pacifico Sur,7
20398,20,398,Ayoquezco de Aldama,Oaxaca,Alto,Medio,Alto,Alto,2,2,4,2,U,16.685666,-96.843114,1443,4406,0.076923077,0.923076923,104.7436007,Pacifico Sur,7
20429,20,429,Santa María Sola,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.566749,-97.013114,1443,1524,0.125,0.875,52.22652939,Pacifico Sur,7
21061,21,61,Eloxochitlán,Puebla,Muy alto,Muy alto,Muy alto,Muy alto,3,1,2,4,U,18.498947,-96.954837,1445,12575,0.02173913,0.97826087,99.24291151,Centro Sur,2
20299,20,299,San Pablo Yaganiza,Oaxaca,Alto,Medio,Medio,Medio,2,2,1,3,U,17.146083,-96.229575,1447,1108,1,0,35.47536268,Pacifico Sur,7
30188,30,188,Totutla,Veracruz,Alto,Medio,Medio,Medio,2,2,4,2,U,19.211286,-96.961295,1448,16403,0.028571429,0.971428571,97.39943952,Golfo de Mexico,3
20028,20,28,Heroica Ciudad de Ejutla de Crespo,Oaxaca,Alto,Alto,Medio,Alto,2,2,4,2,U,16.564276,-96.731901,1450,19679,0.025,0.975,318.6119784,Pacifico Sur,7
20394,20,394,Santa María Alotepec,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,U,17.092096,-95.854572,1452,2778,0.111111111,0.888888889,98.68192773,Pacifico Sur,7
20389,20,389,Santa Inés Yatzeche,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,U,16.808673,-96.756324,1455,921,0.5,0.5,2.419821464,Pacifico Sur,7
8050,8,50,Nuevo Casas Grandes,Chihuahua,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,30.413986,-107.912103,1457,59337,0.005952381,0.994047619,2613.086758,Norte,6
20237,20,237,San Marcos Arteaga,Oaxaca,Bajo,Bajo,Bajo,Medio,1,3,3,1,U,17.719603,-97.861138,1458,1557,0.125,0.875,127.7806214,Pacifico Sur,7
12024,12,24,Cualác,Guerrero,Alto,Alto,Alto,Alto,2,2,1,3,U,17.742762,-98.660728,1459,7007,0.015151515,0.984848485,239.011957,Pacifico Sur,7
20255,20,255,San Mateo Sindihui,Oaxaca,Alto,Alto,Alto,Alto,3,1,1,3,U,17.004233,-97.351233,1460,2086,0.090909091,0.909090909,141.8191185,Pacifico Sur,7
24030,24,30,San Nicolás Tolentino,San Luis Potosí,Medio,Medio,Bajo,Medio,2,2,4,2,U,22.248535,-100.552076,1460,5466,0.019230769,0.980769231,685.2400354,Norte,6
7060,7,60,Ocotepec,Chiapas,Muy alto,Alto,Alto,Alto,3,1,2,4,U,17.225029,-93.164405,1461,11878,0.025,0.975,61.20184122,Pacifico Sur,7
7067,7,67,Pantepec,Chiapas,Alto,Alto,Alto,Alto,3,1,2,4,U,17.188092,-93.049546,1461,10870,0.016666667,0.983333333,105.7959968,Pacifico Sur,7
7022,7,22,Chalchihuitán,Chiapas,Muy alto,Muy alto,Muy alto,Muy alto,3,1,2,4,U,16.963405,-92.618395,1463,14027,0.01754386,0.98245614,185.6224278,Pacifico Sur,7
20452,20,452,Santiago Apóstol,Oaxaca,Alto,Alto,Alto,Muy alto,3,1,2,4,U,16.804263,-96.722414,1467,4220,0.25,0.75,17.65657535,Pacifico Sur,7
20268,20,268,San Miguel Ejutla,Oaxaca,Alto,Alto,Medio,Medio,2,2,4,2,U,16.580386,-96.739276,1468,916,0.166666667,0.833333333,10.78408415,Pacifico Sur,7
20358,20,358,Santa Ana Tlapacoyan,Oaxaca,Alto,Medio,Alto,Alto,2,2,1,3,U,16.744003,-96.837084,1468,1854,0.2,0.8,46.80016465,Pacifico Sur,7
20387,20,387,Santa Gertrudis,Oaxaca,Medio,Medio,Bajo,Medio,2,2,4,2,U,16.786595,-96.797211,1468,2858,0.25,0.75,30.44898807,Pacifico Sur,7
5011,5,11,General Cepeda,Coahuila,Bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,25.379908,-101.479292,1470,11682,0.003164557,0.996835443,2615.303415,Norte,6
20099,20,99,San Andrés Tepetlapa,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,U,17.665833,-98.391687,1471,475,0.5,0.5,14.39078805,Pacifico Sur,7
20291,20,291,San Pablo Coatlán,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.223978,-96.782999,1471,4167,0.1,0.9,188.8936187,Pacifico Sur,7
8013,8,13,Casas Grandes,Chihuahua,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,30.375704,-107.948805,1475,10587,0.003194888,0.996805112,3765.38917,Norte,6
12002,12,2,Ahuacuotzingo,Guerrero,Muy alto,Muy alto,Alto,Alto,2,2,1,3,U,17.714089,-98.934908,1477,25027,0.006535948,0.993464052,870.5440333,Pacifico Sur,7
20007,20,7,Asunción Ocotlán,Oaxaca,Alto,Alto,Muy alto,Muy alto,3,1,2,4,U,16.759179,-96.721326,1477,2612,0.5,0.5,4.531210143,Pacifico Sur,7
20289,20,289,San Nicolás,Oaxaca,Alto,Alto,Medio,Alto,2,2,1,3,U,16.415956,-96.740824,1477,1143,0.333333333,0.666666667,29.68435656,Pacifico Sur,7
19030,19,30,Iturbide,Nuevo León,Medio,Bajo,Bajo,Bajo,2,2,4,2,U,24.725978,-99.905261,1479,3558,0.013513514,0.986486486,554.6191718,Noreste,4
8056,8,56,Rosario,Chihuahua,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,27.319641,-106.295498,1480,2235,0.016393443,0.983606557,1164.33922,Norte,6
14090,14,90,Tenamaxtlán,Jalisco,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,20.218611,-104.160278,1480,7051,0.013888889,0.986111111,279.4465013,Centro Occidente,1
20295,20,295,San Pablo Huixtepec,Oaxaca,Medio,Bajo,Bajo,Bajo,2,2,4,2,U,16.826736,-96.781005,1480,9025,0.066666667,0.933333333,43.41389105,Pacifico Sur,7
20069,20,69,La Pe,Oaxaca,Alto,Alto,Alto,Muy alto,3,1,2,4,U,16.629959,-96.799658,1481,2446,0.5,0.5,26.98009541,Pacifico Sur,7
21209,21,209,Zapotitlán,Puebla,Medio,Medio,Medio,Medio,2,2,4,2,U,18.329709,-97.475421,1481,8220,0.014492754,0.985507246,428.1985934,Centro Sur,2
20315,20,315,San Pedro Mártir,Oaxaca,Alto,Alto,Muy alto,Muy alto,3,1,2,4,U,16.744489,-96.712218,1482,1711,0.25,0.75,7.59950112,Pacifico Sur,7
20506,20,506,Santo Domingo Albarradas,Oaxaca,Medio,Medio,Medio,Medio,2,2,1,3,U,17.068044,-96.200094,1482,782,0.2,0.8,43.64853435,Pacifico Sur,7
21166,21,166,Tepeojuma,Puebla,Medio,Bajo,Bajo,Bajo,1,3,4,2,U,18.722449,-98.450289,1482,8056,0.047619048,0.952380952,131.7416995,Centro Sur,2
20360,20,360,Santa Ana Zegache,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.837875,-96.725939,1483,3592,0.2,0.8,26.86962087,Pacifico Sur,7
10029,10,29,San Luis del Cordero,Durango,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,25.417649,-104.277786,1485,2181,0.0625,0.9375,598.7955893,Norte,6
30098,30,98,Magdalena,Veracruz,Alto,Alto,Alto,Alto,3,1,2,4,U,18.760589,-97.045468,1485,2920,0.142857143,0.857142857,13.71031337,Golfo de Mexico,3
14038,14,38,Guachinango,Jalisco,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,20.576389,-104.377222,1491,4323,0.004830918,0.995169082,830.6801014,Centro Occidente,1
21146,21,146,Santa Catarina Tlaltempan,Puebla,Alto,Medio,Alto,Alto,2,2,1,3,U,18.614263,-98.0799,1491,874,1,0,47.37720554,Centro Sur,2
7100,7,100,Tumbalá,Chiapas,Alto,Alto,Alto,Muy alto,3,1,2,4,U,17.278463,-92.315988,1492,31723,0.007874016,0.992125984,402.4876715,Pacifico Sur,7
20013,20,13,Ciénega de Zimatlán,Oaxaca,Bajo,Bajo,Bajo,Bajo,2,2,4,2,U,16.897088,-96.766618,1492,2785,0.166666667,0.833333333,10.29085672,Pacifico Sur,7
20301,20,301,San Pedro Apóstol,Oaxaca,Alto,Medio,Medio,Medio,2,2,1,3,U,16.735146,-96.726033,1492,1544,0.25,0.75,8.903003153,Pacifico Sur,7
20120,20,120,San Bartolomé Zoogocho,Oaxaca,Medio,Bajo,Alto,Alto,3,1,1,3,U,17.240789,-96.243051,1494,368,1,0,8.749391255,Pacifico Sur,7
13040,13,40,La Misión,Hidalgo,Alto,Alto,Medio,Alto,2,2,4,2,U,21.099419,-99.123187,1497,10452,0.011235955,0.988764045,230.6822138,Centro Sur,2
20103,20,103,San Antonino Castillo Velasco,Oaxaca,Medio,Alto,Alto,Alto,2,2,1,3,U,16.803228,-96.68464,1498,5651,0.2,0.8,11.37150771,Pacifico Sur,7
20369,20,369,Santa Catarina Quiané,Oaxaca,Medio,Bajo,Bajo,Bajo,2,2,4,2,U,16.880306,-96.740748,1499,1847,0.25,0.75,20.7257176,Pacifico Sur,7
20570,20,570,Zimatlán de Álvarez,Oaxaca,Medio,Medio,Medio,Medio,2,2,4,2,U,16.866686,-96.785633,1499,19215,0.016393443,0.983606557,354.7040874,Pacifico Sur,7
20192,20,192,San Juan Chilateca,Oaxaca,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,16.828518,-96.672011,1500,1442,0.5,0.5,5.21859169,Pacifico Sur,7
20555,20,555,Trinidad Zaachila,Oaxaca,Alto,Medio,Alto,Alto,2,2,4,2,U,16.921227,-96.765343,1500,2653,0.2,0.8,21.35408023,Pacifico Sur,7
32018,32,18,Huanusco,Zacatecas,Bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,21.772169,-102.972024,1502,4306,0.014084507,0.985915493,368.6058181,Norte,6
21039,21,39,Cuautempan,Puebla,Alto,Alto,Alto,Alto,3,1,2,4,U,19.912638,-97.796241,1503,9212,0.058823529,0.941176471,60.91580928,Centro Sur,2
32044,32,44,Tabasco,Zacatecas,Bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,21.865277,-102.913057,1504,15656,0.014285714,0.985714286,406.0511618,Norte,6
14079,14,79,Gómez Farías,Jalisco,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,19.794444,-103.473056,1505,14011,0.038461538,0.961538462,351.0402232,Centro Occidente,1
20098,20,98,San Andrés Teotilálpam,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,17.954131,-96.656588,1505,4427,0.035714286,0.964285714,145.2867702,Pacifico Sur,7
20561,20,561,Yaxe,Oaxaca,Alto,Alto,Alto,Muy alto,3,1,2,4,U,16.725127,-96.472479,1505,2683,0.5,0.5,60.17218715,Pacifico Sur,7
20436,20,436,Santa María Texcatitlán,Oaxaca,Alto,Alto,Alto,Muy alto,3,1,2,4,U,17.712905,-97.066689,1506,1113,0.25,0.75,35.4193637,Pacifico Sur,7
20565,20,565,Villa de Zaachila,Oaxaca,Medio,Medio,Medio,Medio,2,2,4,2,U,16.950718,-96.750588,1506,34101,0.064516129,0.935483871,81.59178087,Pacifico Sur,7
20061,20,61,Monjas,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.367186,-96.63677,1507,2568,0.166666667,0.833333333,22.52612106,Pacifico Sur,7
20097,20,97,San Andrés Solaga,Oaxaca,Alto,Medio,Alto,Alto,3,1,2,4,U,17.271028,-96.236895,1508,1740,0.25,0.75,48.67211795,Pacifico Sur,7
8014,8,14,Coronado,Chihuahua,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,26.737615,-105.158312,1510,2284,0.011494253,0.988505747,1874.994544,Norte,6
20068,20,68,Ocotlán de Morelos,Oaxaca,Medio,Medio,Medio,Medio,2,2,4,2,U,16.791641,-96.675064,1510,21341,0.032258065,0.967741935,119.8321371,Pacifico Sur,7
30026,30,26,Banderilla,Veracruz,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,19.591607,-96.940884,1510,21546,0.027027027,0.972972973,19.67508064,Golfo de Mexico,3
20174,20,174,Ánimas Trujano,Oaxaca,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,16.988882,-96.713196,1511,3759,0.2,0.8,3.026104052,Pacifico Sur,7
21049,21,49,Chiconcuautla,Puebla,Muy alto,Alto,Alto,Alto,3,1,2,4,U,20.094768,-97.939626,1512,15767,0.041666667,0.958333333,88.95052011,Centro Sur,2
20393,20,393,Santa Lucía Ocotlán,Oaxaca,Muy alto,Alto,Alto,Alto,3,1,1,3,U,16.74219,-96.680396,1514,3604,0.166666667,0.833333333,11.7085286,Pacifico Sur,7
30101,30,101,Mariano Escobedo,Veracruz,Bajo,Bajo,Bajo,Medio,1,3,1,3,U,18.912886,-97.130024,1514,33941,0.039215686,0.960784314,69.206195,Golfo de Mexico,3
20115,20,115,San Bartolo Coyotepec,Oaxaca,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,16.958281,-96.70765,1515,8684,0.105263158,0.894736842,31.43169928,Pacifico Sur,7
20549,20,549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Oaxaca,Medio,Medio,Alto,Alto,2,2,1,3,U,17.654466,-97.808338,1515,11319,0.025641026,0.974358974,486.4925663,Pacifico Sur,7
20132,20,132,San Dionisio Ocotlán,Oaxaca,Bajo,Bajo,Medio,Medio,1,3,3,1,U,16.746444,-96.680835,1516,1245,0.2,0.8,10.10913485,Pacifico Sur,7
20403,20,403,Santa María Coyotepec,Oaxaca,Bajo,Bajo,Muy bajo,Bajo,1,3,3,1,U,16.967161,-96.706736,1516,2772,0.052631579,0.947368421,6.551734963,Pacifico Sur,7
20503,20,503,Santiago Zoochila,Oaxaca,Medio,Medio,Medio,Bajo,2,2,4,2,U,17.220566,-96.242139,1516,374,1,0,8.221613631,Pacifico Sur,7
20235,20,235,San Luis Amatlán,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.389424,-96.497174,1517,3624,0.033333333,0.966666667,290.1793136,Pacifico Sur,7
20530,20,530,Santo Tomás Jalieza,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.844378,-96.671033,1517,3385,0.166666667,0.833333333,70.27074073,Pacifico Sur,7
13043,13,43,Nicolás Flores,Hidalgo,Alto,Medio,Medio,Alto,2,2,1,3,U,20.767778,-99.150556,1518,6614,0.022222222,0.977777778,247.5576291,Centro Sur,2
14023,14,23,Zapotlán el Grande,Jalisco,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,19.708611,-103.464167,1519,100534,0.005263158,0.994736842,271.7176603,Centro Occidente,1
20351,20,351,San Simón Almolongas,Oaxaca,Alto,Alto,Alto,Alto,2,2,1,3,U,16.407408,-96.719672,1519,2623,0.111111111,0.888888889,50.99682784,Pacifico Sur,7
10006,10,6,General Simón Bolívar,Durango,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,24.689074,-103.225975,1520,10629,0.018867925,0.981132075,2166.515581,Norte,6
20049,20,49,Magdalena Ocotlán,Oaxaca,Alto,Medio,Alto,Alto,2,2,1,3,U,16.709455,-96.712365,1520,1141,1,0,10.36374229,Pacifico Sur,7
20342,20,342,San Raymundo Jalpan,Oaxaca,Medio,Bajo,Bajo,Bajo,2,2,4,2,U,16.970396,-96.755498,1520,2079,0.058823529,0.941176471,8.235737054,Pacifico Sur,7
7026,7,26,Chenalhó,Chiapas,Muy alto,Muy alto,Muy alto,Muy alto,3,1,2,4,U,16.894277,-92.626148,1522,36111,0.006849315,0.993150685,251.8458273,Pacifico Sur,7
10027,10,27,San Juan de Guadalupe,Durango,Medio,Bajo,Bajo,Bajo,2,2,4,2,U,24.630853,-102.782055,1522,5947,0.014084507,0.985915493,2384.400552,Norte,6
17007,17,7,Cuernavaca,Morelos,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,18.921783,-99.234897,1522,365168,0.043478261,0.956521739,198.8058836,Centro Sur,2
20238,20,238,San Martín de los Cansecos,Oaxaca,Alto,Medio,Alto,Alto,2,2,1,3,U,16.656476,-96.729005,1522,816,0.333333333,0.666666667,8.338147727,Pacifico Sur,7
16104,16,104,Villamar,Michoacán,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,20.020856,-102.595779,1523,16991,0.054545455,0.945454545,347.6785052,Centro Occidente,1
21162,21,162,Tepango de Rodríguez,Puebla,Alto,Alto,Alto,Alto,3,1,2,4,U,20.002813,-97.79627,1523,4244,0.25,0.75,28.52621402,Centro Sur,2
14066,14,66,Poncitlán,Jalisco,Muy bajo,Bajo,Muy bajo,Bajo,1,3,3,1,U,20.381389,-102.924167,1524,48408,0.038461538,0.961538462,828.4046233,Centro Occidente,1
7052,7,52,Las Margaritas,Chiapas,Alto,Alto,Alto,Alto,3,1,2,4,U,16.315947,-91.981568,1525,111484,0.004098361,0.995901639,3028.612186,Pacifico Sur,7
14051,14,51,Juanacatlán,Jalisco,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,20.509444,-103.167222,1525,13218,0.022727273,0.977272727,136.9682069,Centro Occidente,1
20454,20,454,Santiago Atitlán,Oaxaca,Muy alto,Alto,Alto,Alto,3,1,2,4,U,17.103973,-95.945797,1525,3180,0.047619048,0.952380952,70.91363045,Pacifico Sur,7
20083,20,83,San Agustín de las Juntas,Oaxaca,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,17.01166,-96.711441,1526,8089,0.090909091,0.909090909,26.03685063,Pacifico Sur,7
21052,21,52,Chigmecatitlán,Puebla,Alto,Medio,Medio,Alto,3,1,2,4,U,18.645566,-98.075621,1527,1227,0.5,0.5,25.84623951,Centro Sur,2
16011,16,11,Briseñas,Michoacán,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,20.271234,-102.561058,1528,10653,0.181818182,0.818181818,67.18125048,Centro Occidente,1
16062,16,62,Pajacuarán,Michoacán,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,20.116894,-102.565513,1528,19450,0.095238095,0.904761905,169.103405,Centro Occidente,1
20243,20,243,San Martín Tilcajete,Oaxaca,Medio,Medio,Medio,Medio,2,2,4,2,U,16.858948,-96.695571,1528,1742,0.166666667,0.833333333,24.28891624,Pacifico Sur,7
14018,14,18,La Barca,Jalisco,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,20.290278,-102.541944,1529,64269,0.009478673,0.990521327,414.9131022,Centro Occidente,1
20385,20,385,Santa Cruz Xoxocotlán,Oaxaca,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,17.027281,-96.734358,1529,77833,0.018181818,0.981818182,43.93877259,Pacifico Sur,7
14063,14,63,Ocotlán,Jalisco,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,20.351389,-102.768056,1530,92967,0.011235955,0.988764045,240.7979713,Centro Occidente,1
14124,14,124,Zapotlanejo,Jalisco,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,20.6225,-103.064167,1530,63636,0.012096774,0.987903226,712.7702211,Centro Occidente,1
30047,30,47,Coscomatepec,Veracruz,Alto,Alto,Alto,Alto,3,1,1,3,U,19.072898,-97.046421,1530,52510,0.044776119,0.955223881,157.3364744,Golfo de Mexico,3
16105,16,105,Vista Hermosa,Michoacán,Muy bajo,Bajo,Muy bajo,Bajo,1,3,3,1,U,20.273115,-102.473646,1531,18995,0.1,0.9,146.4664622,Centro Occidente,1
12041,12,41,Malinaltepec,Guerrero,Muy alto,Muy alto,Muy alto,Alto,3,1,2,4,U,17.244628,-98.671108,1532,29599,0.007194245,0.992805755,473.5404578,Pacifico Sur,7
16103,16,103,Venustiano Carranza,Michoacán,Muy bajo,Bajo,Muy bajo,Bajo,1,3,3,1,U,20.115974,-102.652361,1532,23457,0.075,0.925,225.9420506,Centro Occidente,1
16101,16,101,Tzitzio,Michoacán,Alto,Alto,Alto,Alto,2,2,4,2,U,19.58551,-100.924651,1534,9166,0.002666667,0.997333333,935.8262302,Centro Occidente,1
21071,21,71,Huauchinango,Puebla,Bajo,Bajo,Bajo,Medio,2,2,4,2,U,20.174698,-98.05134,1534,97753,0.051282051,0.948717949,249.078389,Centro Sur,2
5024,5,24,Parras,Coahuila,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,25.437381,-102.184169,1535,45401,0.002506266,0.997493734,10517.7811,Norte,6
16076,16,76,Sahuayo,Michoacán,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,20.057684,-102.716797,1535,72841,0.046511628,0.953488372,127.1852343,Centro Occidente,1
26069,26,69,Yécora,Sonora,Medio,Medio,Medio,Medio,2,2,4,2,U,28.372695,-108.925906,1535,6046,0.00209205,0.99790795,2658.000561,Noroeste,5
5034,5,34,Sierra Mojada,Coahuila,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,27.286877,-103.701457,1536,6375,0.013513514,0.986486486,7873.537948,Norte,6
14039,14,39,Guadalajara,Jalisco,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,20.676389,-103.342222,1536,1495189,0.333333333,0.666666667,149.6789961,Centro Occidente,1
14107,14,107,Tuxcueca,Jalisco,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,20.155556,-103.183889,1536,6316,0.045454545,0.954545455,131.426314,Centro Occidente,1
20154,20,154,San Ildefonso Amatlán,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,U,16.334095,-96.491556,1536,2393,0.125,0.875,61.39712233,Pacifico Sur,7
20375,20,375,Santa Cruz Amilpas,Oaxaca,Muy bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,17.0587,-96.684017,1536,10120,1,0,2.277703102,Pacifico Sur,7
14050,14,50,Jocotepec,Jalisco,Muy bajo,Bajo,Muy bajo,Bajo,1,3,3,1,U,20.284444,-103.425278,1537,42164,0.048780488,0.951219512,321.8148525,Centro Occidente,1
12069,12,69,Xalpatláhuac,Guerrero,Muy alto,Muy alto,Muy alto,Muy alto,3,1,2,4,U,17.470875,-98.606449,1539,12240,0.034482759,0.965517241,226.6889888,Pacifico Sur,7
14030,14,30,Chapala,Jalisco,Muy bajo,Muy bajo,Muy bajo,Muy bajo,1,3,3,1,U,20.293333,-103.189722,1539,48839,0.054054054,0.945945946,625.2049302,Centro Occidente,1
14062,14,62,Mixtlán,Jalisco,Bajo,Muy bajo,Muy bajo,Bajo,1,3,3,1,U,20.440556,-104.408889,1539,3574,0.011363636,0.988636364,625.844032,Centro Occidente,1
16086,16,86,Tanhuato,Michoacán,Muy bajo,Bajo,Muy bajo,Bajo,1,3,3,1,U,20.283811,-102.327641,1539,15176,0.043478261,0.956521739,226.3316289,Centro Occidente,1
12032,12,32,General Heliodoro Castillo,Guerrero,Muy alto,Muy alto,Alto,Alto,3,1,1,3,U,17.789448,-99.978318,1540,36586,0.003225806,0.996774194,1725.328809,Pacifico Sur,7
20201,20,201,San Juan Juquila Vijanos,Oaxaca,Alto,Alto,Alto,Alto,3,1,2,4,U,17.353813,-96.304015,1540,1832,0.142857143,0.857142857,56.5831978,Pacifico Sur,7
13073,13,73,Tlanchinol,Hidalgo,Alto,Alto,Medio,Alto,3,1,1,3,U,20.989346,-98.660284,1541,36382,0.010416667,0.989583333,388.5897089,Centro Sur,2
14096,14,96,Tizapán el Alto,Jalisco,Bajo,Bajo,Bajo,Bajo,1,3,3,1,U,20.158611,-103.039167,1541,20857,0.048780488,0.951219512,192.4517904,Centro Occidente,1
